1102651,500.00,10573.73,0
1102654,333.33,-1705.01,0
1102657,333.33,-0.00,0
1102659,500.00,-0.00,0
1102662,333.33,-5286.85,0
1102665,333.33,852.51,0
1102667,500.00,0.00,0
1102669,500.00,911.16,0
1102672,333.33,2643.64,0
1102675,333.33,-0.00,0
1102678,333.33,-0.00,0
1102681,333.33,-6926.61,0
1102683,500.00,-6132.70,0
1102686,333.33,0.00,0
1102688,500.00,0.00,0
1102691,333.33,7057.15,0
1102693,500.00,10573.73,0
1102696,333.33,-0.00,0
1102699,333.33,-0.00,0
1102701,500.00,-10573.71,0
1102704,333.33,7053.81,0
1102707,333.33,0.00,0
1102709,500.00,6.89,0
1102711,500.00,6132.75,0
1102714,333.33,-0.00,0
1102717,500.00,-0.00,0
1102720,250.00,-0.00,0
1102722,500.00,2643.64,0
1102725,333.33,7033.17,0
1102728,333.33,0.00,0
1102730,500.00,1361.36,0
1102733,333.33,6139.36,0
1102735,500.00,-0.00,0
1102738,333.33,-0.00,0
1102740,500.00,-7139.73,0
1102743,333.33,65.27,0
1102746,333.33,0.00,0
1102748,500.00,0.00,0
1102750,500.00,-12478.21,0
1102753,333.33,6132.75,0
1102756,333.33,-0.00,0
1102758,500.00,-0.00,0
1102761,333.33,10573.73,0
1102764,333.33,6844.00,0
1102767,333.33,0.00,0
1102769,500.00,0.01,0
1102772,333.33,5286.87,0
1102775,500.00,-426.25,0
1102777,333.33,-0.00,0
1102780,333.33,-0.00,0
1102782,500.00,12265.09,0
1102785,333.33,852.51,0
1102787,500.00,0.00,0
1102790,333.33,1361.36,0
1102792,500.00,12265.09,0
1102795,333.33,-0.00,0
1102798,333.33,-0.00,0
1102800,500.00,13426.87,0
1102803,333.33,8140.10,0
1102806,333.33,0.00,0
1102809,333.33,0.00,0
1102811,500.00,-10573.71,0
1102814,333.33,10573.74,0
1102817,333.33,-0.00,0
1102819,500.00,-0.00,0
1102822,333.33,6139.36,0
1102824,500.00,935.08,0
1102827,333.33,0.00,0
1102829,500.00,10.31,0
1102832,333.33,12265.09,0
1102835,500.00,-0.00,0
1102837,333.33,-0.00,0
1102839,500.00,-0.00,0
1102842,333.33,-10570.40,0
1102845,333.33,0.00,0
1102848,333.33,0.00,0
1102851,500.00,7081.08,0
1102853,333.33,6132.75,0
1102856,333.33,-0.00,0
1102858,500.00,-0.00,0
1102861,333.33,-10337.09,0
1102864,333.33,-6586.26,0
1102866,500.00,0.00,0
1102869,333.33,0.00,0
1102871,500.00,10573.70,0
1102874,333.33,-10569.73,0
1102877,333.33,-0.00,0
1102879,500.00,-0.00,0
1102882,333.33,2643.64,0
1102884,500.00,909.12,0
1102887,333.33,0.00,0
1102889,500.00,7057.12,0
1102893,250.00,5286.87,0
1102895,500.00,-0.00,0
1102898,333.33,-0.00,0
1102900,500.00,-0.00,0
1102903,333.33,10573.73,0
1102906,333.33,0.00,0
1102908,500.00,0.00,0
1102910,500.00,5180.30,0
1102913,333.33,-5286.85,0
1102916,333.33,-0.00,0
1102918,500.00,-0.00,0
1102921,333.33,12265.09,0
1102923,500.00,8140.09,0
1102926,333.33,0.00,0
1102928,500.00,0.00,0
1102931,333.33,6139.36,0
1102934,333.33,-12261.42,0
1102937,333.33,-0.00,0
1102940,333.33,-0.00,0
1102942,500.00,-10573.71,0
1102945,333.33,0.00,0
1102947,500.00,0.00,0
1102950,333.33,10.33,0
1102952,500.00,2643.64,0
1102955,333.33,-0.00,0
1102957,500.00,-0.00,0
1102960,333.33,-0.00,0
1102962,500.00,-10570.40,0
1102965,333.33,0.00,0
1102968,333.33,0.00,0
1102970,500.00,7074.47,0
1102973,333.33,-2616.17,0
1102976,333.33,-0.00,0
1102979,333.33,-0.00,0
1102981,500.00,10573.73,0
1102984,333.33,1375.10,0
1102987,333.33,0.00,0
