2,500.00,0.01,0
4,500.00,-2616.17,0
6,500.00,-0.00,0
8,500.00,-0.00,0
10,1000.00,-0.00,0
11,500.00,-2643.43,0
14,333.33,0.00,0
15,1000.00,0.00,0
17,500.00,0.00,0
19,500.00,0.00,0
21,500.00,0.00,0
23,500.00,6139.36,0
25,500.00,-0.00,0
27,500.00,-0.00,0
29,500.00,-0.00,0
31,500.00,10573.73,0
33,500.00,0.00,0
35,500.00,0.00,0
37,1000.00,0.00,0
38,500.00,0.00,0
40,500.00,0.00,0
43,333.33,6132.75,0
45,500.00,-0.00,0
47,500.00,-0.00,0
49,500.00,-0.00,0
51,500.00,12278.72,0
53,500.00,0.00,0
55,500.00,0.00,0
57,500.00,0.00,0
59,500.00,0.00,0
61,500.00,0.00,0
63,500.00,-6026.19,0
65,500.00,-0.00,0
67,500.00,-0.00,0
69,500.00,-0.00,0
71,500.00,-2643.43,0
73,500.00,0.00,0
75,500.00,0.00,0
77,500.00,0.00,0
79,500.00,0.00,0
81,500.00,233.75,0
83,500.00,-10573.71,0
87,250.00,-0.00,0
89,500.00,-0.00,0
91,500.00,-12264.98,0
93,500.00,0.00,0
95,500.00,0.00,0
97,500.00,0.00,0
99,500.00,0.00,0
101,500.00,0.00,0
103,500.00,-5286.85,0
106,333.33,-0.00,0
108,500.00,-0.00,0
110,500.00,6499.89,0
112,500.00,0.00,0
114,500.00,0.00,0
116,500.00,0.00,0
118,500.00,0.00,0
121,333.33,0.00,0
123,500.00,-6132.70,0
125,500.00,-0.00,0
128,333.33,-0.00,0
130,500.00,6606.91,0
133,333.33,6840.44,0
135,500.00,0.00,0
137,500.00,0.00,0
139,500.00,0.00,0
141,500.00,0.00,0
143,500.00,12265.09,0
146,333.33,-0.00,0
148,500.00,-0.00,0
150,500.00,-5221.60,0
152,500.00,-12334.68,0
155,333.33,0.00,0
157,500.00,0.00,0
159,500.00,0.00,0
161,500.00,0.00,0
163,500.00,10573.73,0
165,500.00,-0.00,0
167,500.00,-0.00,0
171,250.00,6592.30,0
173,500.00,0.00,0
175,500.00,0.00,0
177,500.00,0.00,0
179,500.00,0.00,0
181,500.00,0.00,0
183,500.00,-10570.40,0
186,333.33,-0.00,0
188,500.00,-0.00,0
190,500.00,-10336.64,0
192,500.00,0.00,0
194,500.00,0.00,0
197,333.33,0.00,0
199,500.00,0.00,0
201,500.00,0.00,0
203,500.00,-2616.17,0
205,500.00,-0.00,0
207,500.00,-0.00,0
209,500.00,-7033.17,0
212,333.33,-12281.40,0
215,333.33,0.00,0
217,500.00,0.00,0
219,500.00,0.00,0
221,500.00,0.00,0
223,500.00,5286.87,0
226,333.33,-0.00,0
228,500.00,-0.00,0
230,500.00,-10550.19,0
233,333.33,0.00,0
235,500.00,0.00,0
237,500.00,0.00,0
239,500.00,0.00,0
241,500.00,0.00,0
243,500.00,-2616.17,0
245,500.00,-0.00,0
247,500.00,-0.00,0
250,500.00,-8844.75,0
252,333.33,0.00,0
254,500.00,0.00,0
257,333.33,0.00,0
259,500.00,0.00,0
261,500.00,0.00,0
263,500.00,12265.09,0
266,333.33,-0.00,0
268,500.00,-0.00,0
270,500.00,-106.56,0
272,500.00,6843.99,0
275,500.00,0.00,0
277,333.33,0.00,0
279,500.00,0.00,0
281,500.00,0.00,0
283,500.00,-10573.71,0
285,500.00,-0.00,0
287,500.00,-0.00,0
290,500.00,-10336.63,0
292,333.33,-12787.58,0
294,500.00,0.00,0
296,500.00,0.00,0
300,250.00,0.00,0
302,500.00,0.00,0
304,500.00,-10573.71,0
306,500.00,-0.00,0
308,500.00,-0.00,0
310,500.00,-10570.40,0
313,333.33,0.00,0
315,500.00,0.00,0
317,500.00,0.00,0
319,500.00,0.00,0
321,500.00,0.00,0
323,500.00,12278.72,0
326,333.33,-0.00,0
328,500.00,-0.00,0
330,500.00,-10570.40,0
332,500.00,0.00,0
334,500.00,0.00,0
336,500.00,0.00,0
339,500.00,0.00,0
342,250.00,0.00,0
344,500.00,12278.72,0
346,500.00,-0.00,0
348,500.00,-0.00,0
350,500.00,-10570.38,0
353,333.33,0.00,0
355,500.00,0.00,0
357,500.00,0.00,0
359,500.00,0.00,0
361,500.00,0.00,0
363,500.00,6139.36,0
365,500.00,-0.00,0
368,500.00,-0.00,0
370,333.33,13426.95,0
372,500.00,0.00,0
374,500.00,0.00,0
376,500.00,0.00,0
378,500.00,0.00,0
380,500.00,0.00,0
382,500.00,12278.72,0
386,250.00,-0.00,0
388,500.00,-0.00,0
390,500.00,-213.13,0
392,500.00,-13117.62,0
395,333.33,0.00,0
397,500.00,0.00,0
399,500.00,0.00,0
401,500.00,0.00,0
403,500.00,10573.73,0
405,500.00,-0.00,0
408,333.33,-0.00,0
410,500.00,6500.34,0
412,500.00,7259.61,0
414,500.00,0.00,0
416,500.00,0.00,0
418,500.00,0.00,0
421,500.00,0.00,0
423,333.33,-10570.40,0
425,500.00,-0.00,0
428,333.33,-0.00,0
430,500.00,6393.75,0
433,333.33,0.00,0
435,500.00,0.00,0
437,500.00,0.00,0
439,500.00,0.00,0
441,500.00,0.00,0
443,500.00,-10573.71,0
445,500.00,-0.00,0
448,333.33,-0.00,0
450,500.00,-6926.61,0
452,500.00,-13173.87,0
455,333.33,0.00,0
457,500.00,0.00,0
459,500.00,0.00,0
461,500.00,0.00,0
463,500.00,10573.73,0
465,500.00,-0.00,0
467,500.00,-0.00,0
470,333.33,-7061.10,0
473,333.33,0.00,0
475,500.00,0.00,0
477,500.00,0.00,0
479,500.00,0.00,0
481,500.00,0.00,0
483,500.00,6132.75,0
485,500.00,-0.00,0
488,333.33,-0.00,0
490,500.00,13426.95,0
492,500.00,-12281.40,0
495,333.33,0.00,0
497,500.00,0.00,0
499,500.00,0.00,0
501,500.00,0.00,0
503,500.00,10573.73,0
505,500.00,-0.00,0
507,500.00,-0.00,0
510,333.33,-10563.54,0
513,333.33,0.00,0
515,500.00,0.00,0
517,500.00,0.00,0
519,500.00,0.00,0
521,500.00,0.00,0
523,500.00,6139.36,0
526,333.33,-0.00,0
528,500.00,-0.00,0
530,500.00,13426.95,0
532,500.00,0.00,0
534,500.00,0.00,0
536,500.00,0.00,0
538,500.00,0.00,0
541,500.00,0.00,0
543,333.33,-5231.92,0
545,500.00,-0.00,0
547,500.00,-0.00,0
549,500.00,-213.13,0
552,333.33,58.60,0
555,333.33,0.00,0
557,500.00,0.00,0
559,500.00,0.00,0
561,500.00,0.00,0
563,500.00,-6132.70,0
565,500.00,-0.00,0
567,500.00,-0.00,0
570,333.33,-0.00,0
572,500.00,-2643.43,0
574,500.00,0.00,0
576,500.00,0.00,0
578,500.00,0.00,0
580,500.00,0.00,0
582,500.00,12265.09,0
585,333.33,-0.00,0
587,500.00,-0.00,0
589,500.00,-0.00,0
591,500.00,6139.36,0
594,500.00,0.00,0
596,333.33,0.00,0
